Rented Bike Count,Temperature(°C),Hour,Dew point temperature(°C),Solar Radiation (MJ/m2),Visibility (10m),Humidity(%),Rainfall(mm),Snowfall (cm)
1294,12.1,14,-5.4,2.26,1734,29,0.0,0.0
1514,13.2,15,-7.5,2.52,1696,23,0.0,0.0
1440,13.7,16,-4.5,1.88,1499,28,0.0,0.0
1272,12.1,17,-3.3,0.81,1240,34,0.0,0.0
934,10.6,18,-1.8,0.31,1307,42,0.0,0.0
718,8.8,19,-1.3,0.05,1207,49,0.0,0.0
688,7.9,20,-0.8,0.0,1005,54,0.0,0.0
624,7.4,21,-1.3,0.0,1142,54,0.0,0.0
562,7.0,22,-1.4,0.0,1041,55,0.0,0.0
422,6.4,23,-1.0,0.0,961,59,0.0,0.0
407,5.9,0,-2.2,0.0,1019,56,0.0,0.0
309,5.7,1,-2.6,0.0,1043,55,0.0,0.0
226,5.5,2,-2.5,0.0,1067,56,0.0,0.0
174,5.5,3,-2.3,0.0,1079,57,0.0,0.0
106,5.6,4,-2.7,0.0,1115,55,0.0,0.0
67,5.6,5,-2.7,0.0,1008,55,0.0,0.0
73,5.7,6,-2.9,0.0,1208,54,0.0,0.0
152,5.5,7,-2.1,0.0,937,58,0.0,0.0
293,5.9,8,-1.7,0.11,861,58,0.0,0.0
398,6.3,9,-2.5,0.34,849,53,0.0,0.0
460,7.2,10,-1.7,0.45,709,53,0.0,0.0
587,8.5,11,-1.6,0.76,718,49,0.0,0.0
751,9.8,12,-1.2,1.13,710,46,0.0,0.0
881,10.6,13,-1.4,1.07,705,43,0.0,0.0
993,11.0,14,-1.7,0.81,763,41,0.0,0.0
1128,12.0,15,-2.2,1.09,879,37,0.0,0.0
1059,12.3,16,-4.8,0.94,1263,30,0.0,0.0
603,11.1,17,-1.3,0.34,765,42,0.0,0.0
365,10.4,18,-0.4,0.14,824,47,0.0,0.0
237,10.0,19,0.8,0.01,796,53,0.0,0.0
146,9.2,20,3.1,0.0,513,66,0.0,0.0
71,8.8,21,4.0,0.0,501,72,0.0,0.0
70,8.1,22,4.1,0.0,492,76,0.0,0.0
53,7.4,23,4.1,0.0,471,80,0.0,0.0
67,7.0,0,3.9,0.0,421,81,0.5,0.0
38,6.7,1,4.1,0.0,320,84,0.0,0.0
28,6.6,2,4.4,0.0,416,86,0.0,0.0
12,6.5,3,4.6,0.0,276,88,0.3,0.0
9,6.3,4,4.7,0.0,240,90,0.0,0.0
27,6.2,5,4.5,0.0,338,89,0.0,0.0
91,6.5,6,4.6,0.0,417,88,0.2,0.0
370,6.5,7,4.6,0.0,515,88,0.0,0.0
592,7.3,8,4.7,0.05,813,84,0.0,0.0
387,8.2,9,5.1,0.2,1273,81,0.5,0.0
292,9.1,10,5.2,0.27,1587,77,0.0,0.0
393,10.2,11,3.9,0.57,2000,65,0.0,0.0
403,10.2,12,2.2,0.32,2000,58,0.0,0.0
387,10.1,13,2.9,0.38,1504,61,0.0,0.0
326,10.1,14,2.4,0.57,2000,59,0.0,0.0
263,9.8,15,1.6,0.43,2000,57,0.0,0.0
271,8.9,16,2.2,0.28,1614,63,0.0,0.0
605,8.5,17,0.9,0.16,1927,59,0.0,0.0
1200,8.6,18,0.0,0.09,1958,55,0.0,0.0
818,8.4,19,-1.1,0.01,1977,51,0.0,0.0
711,8.3,20,-2.3,0.0,2000,47,0.0,0.0
731,8.0,21,-2.6,0.0,2000,47,0.0,0.0
565,7.6,22,-2.7,0.0,2000,48,0.0,0.0
382,6.9,23,-4.5,0.0,2000,44,0.0,0.0
297,6.3,0,-5.6,0.0,2000,42,0.0,0.0
243,5.5,1,-6.4,0.0,2000,42,0.0,0.0
165,5.1,2,-6.1,0.0,2000,44,0.0,0.0
95,4.7,3,-6.5,0.0,2000,44,0.0,0.0
69,4.4,4,-6.8,0.0,2000,44,0.0,0.0
92,4.1,5,-7.6,0.0,2000,42,0.0,0.0
235,3.9,6,-7.5,0.0,2000,43,0.0,0.0
677,3.8,7,-7.3,0.02,2000,44,0.0,0.0
1212,4.3,8,-7.2,0.37,2000,43,0.0,0.0
661,5.7,9,-7.5,0.98,1985,38,0.0,0.0
418,7.4,10,-7.0,1.81,1990,35,0.0,0.0
488,8.4,11,-6.5,2.36,1966,34,0.0,0.0
522,9.0,12,-6.4,2.59,1985,33,0.0,0.0
516,8.0,13,-5.8,1.96,2000,37,0.0,0.0
478,7.3,14,-6.1,1.6,1997,38,0.0,0.0
492,6.5,15,-6.4,1.21,2000,39,0.0,0.0
518,5.6,16,-6.3,0.81,2000,42,0.0,0.0
719,4.9,17,-6.6,0.42,2000,43,0.0,0.0
1111,4.1,18,-7.3,0.21,2000,43,0.0,0.0
716,3.2,19,-7.6,0.02,2000,45,0.0,0.0
543,2.7,20,-8.0,0.0,2000,45,0.0,0.0
494,2.3,21,-9.9,0.0,2000,40,0.0,0.0
460,2.0,22,-11.1,0.0,2000,37,0.0,0.0
294,1.8,23,-11.3,0.0,2000,37,0.0,0.0
240,1.6,0,-10.8,0.0,2000,39,0.0,0.0
223,1.5,1,-10.6,0.0,2000,40,0.0,0.0
147,1.4,2,-10.7,0.0,2000,40,0.0,0.0
82,1.3,3,-10.8,0.0,2000,40,0.0,0.0
70,1.3,4,-11.1,0.0,2000,39,0.0,0.0
80,1.3,5,-10.8,0.0,2000,40,0.0,0.0
209,1.4,6,-10.1,0.0,2000,42,0.0,0.0
605,1.4,7,-9.8,0.0,2000,43,0.0,0.0
1097,1.6,8,-9.9,0.13,2000,42,0.0,0.0
614,2.5,9,-9.7,0.41,2000,40,0.0,0.0
374,3.6,10,-9.7,0.83,2000,37,0.0,0.0
339,4.8,11,-9.4,1.38,2000,35,0.0,0.0
333,4.8,12,-4.5,1.12,1715,51,0.0,0.0
196,4.0,13,-2.2,0.75,1834,64,0.0,0.0
117,1.9,14,0.2,0.41,102,89,0.0,0.0
184,2.2,15,0.0,0.41,2000,85,0.5,0.0
241,2.4,16,-0.8,0.37,1995,79,0.0,0.0
319,2.5,17,-0.9,0.25,2000,78,0.0,0.0
615,2.0,18,-1.6,0.07,2000,77,0.0,0.0
402,2.0,19,-0.9,0.0,2000,81,0.0,0.0
120,1.7,20,-0.5,0.0,396,85,0.0,0.0
231,1.2,21,0.0,0.0,1474,92,0.5,0.0
320,1.2,22,-0.7,0.0,1802,87,0.0,0.0
226,1.5,23,-0.5,0.0,1495,86,0.0,0.0
243,1.6,0,-0.4,0.0,1141,86,0.0,0.0
247,1.6,1,-0.6,0.0,952,85,0.0,0.0
173,1.5,2,-0.5,0.0,782,86,0.0,0.0
107,1.3,3,-0.6,0.0,822,87,0.0,0.0
75,1.3,4,-0.6,0.0,937,87,0.0,0.0
81,1.1,5,-0.6,0.0,927,88,0.0,0.0
212,0.8,6,-0.9,0.0,900,88,0.0,0.0
600,0.6,7,-1.6,0.01,1321,85,0.0,0.0
1174,1.1,8,-2.1,0.36,1480,79,0.0,0.0
653,2.5,9,-3.0,1.11,1472,67,0.0,0.0
446,4.9,10,-3.1,1.76,1480,56,0.0,0.0
565,6.9,11,-3.9,2.33,1541,46,0.0,0.0
668,8.3,12,-5.9,2.7,1665,36,0.0,0.0
648,9.9,13,-7.3,2.91,1641,29,0.0,0.0
674,11.4,14,-5.5,2.82,1672,30,0.0,0.0
758,10.7,15,-4.5,2.51,1850,34,0.0,0.0
752,10.3,16,-4.9,1.93,1850,34,0.0,0.0
999,9.6,17,-4.0,1.35,1606,38,0.0,0.0
1495,7.9,18,-3.0,0.58,1057,46,0.0,0.0
923,6.2,19,-2.4,0.08,883,54,0.0,0.0
739,5.1,20,-2.9,0.0,899,56,0.0,0.0
726,4.5,21,-2.1,0.0,826,62,0.0,0.0
621,3.9,22,-1.8,0.0,990,66,0.0,0.0
428,3.4,23,-1.7,0.0,895,69,0.0,0.0
335,2.9,0,-1.6,0.0,903,72,0.0,0.0
283,2.5,1,-1.4,0.0,786,75,0.0,0.0
216,2.2,2,-0.8,0.0,615,80,0.0,0.0
128,1.9,3,-1.0,0.0,525,81,0.0,0.0
92,2.0,4,-1.0,0.0,474,80,0.0,0.0
95,2.2,5,-1.0,0.0,553,79,0.0,0.0
243,2.3,6,-0.8,0.0,546,80,0.0,0.0
661,2.5,7,-0.7,0.01,536,79,0.0,0.0
1216,2.6,8,-1.0,0.21,567,77,0.0,0.0
664,3.3,9,-1.2,0.61,618,72,0.0,0.0
461,5.4,10,-0.8,1.7,637,64,0.0,0.0
584,7.1,11,-2.6,2.24,799,50,0.0,0.0
690,9.3,12,-4.6,2.72,940,37,0.0,0.0
682,10.9,13,-3.6,2.87,1073,36,0.0,0.0
758,12.4,14,-3.4,2.71,811,33,0.0,0.0
849,12.1,15,-4.9,2.41,1120,30,0.0,0.0
901,12.2,16,-7.8,1.98,1655,24,0.0,0.0
1108,11.2,17,-7.1,1.19,1585,27,0.0,0.0
1611,9.7,18,-4.6,0.37,948,36,0.0,0.0
932,8.3,19,-2.0,0.06,779,48,0.0,0.0
724,6.7,20,-3.5,0.0,774,48,0.0,0.0
676,5.8,21,-1.3,0.0,650,60,0.0,0.0
638,5.3,22,-1.1,0.0,591,63,0.0,0.0
422,5.0,23,-6.8,0.0,717,42,0.0,0.0
403,4.7,0,-5.9,0.0,746,46,0.0,0.0
360,4.7,1,-4.5,0.0,728,51,0.0,0.0
305,5.0,2,-4.5,0.0,669,50,0.0,0.0
197,5.0,3,-4.3,0.0,659,51,0.0,0.0
122,5.1,4,-3.4,0.0,550,54,0.0,0.0
82,4.7,5,-3.8,0.0,543,54,0.0,0.0
113,4.2,6,-5.3,0.0,633,50,0.0,0.0
198,4.0,7,-4.4,0.01,587,54,0.0,0.0
424,4.5,8,-5.3,0.19,580,49,0.0,0.0
456,6.5,9,-6.1,0.69,588,40,0.0,0.0
494,7.2,10,-4.5,0.42,559,43,0.0,0.0
589,9.0,11,0.6,1.11,399,56,0.0,0.0
806,10.6,12,1.1,2.27,390,52,0.0,0.0
880,12.4,13,2.2,2.48,379,50,0.0,0.0
855,12.7,14,3.8,2.42,378,55,0.0,0.0
1025,12.4,15,4.3,2.26,404,58,0.0,0.0
947,12.3,16,4.9,1.82,359,61,0.0,0.0
916,11.1,17,4.9,1.18,367,66,0.0,0.0
736,9.0,18,4.9,0.45,288,76,0.0,0.0
521,7.7,19,4.4,0.05,234,80,0.0,0.0
513,7.1,20,4.4,0.0,203,83,0.0,0.0
487,6.7,21,4.1,0.0,193,84,0.0,0.0
460,6.5,22,4.1,0.0,167,85,0.0,0.0
354,6.4,23,4.0,0.0,155,85,0.0,0.0
372,6.4,0,3.8,0.0,171,84,0.0,0.0
267,6.4,1,3.5,0.0,186,82,0.0,0.0
195,6.0,2,3.1,0.0,198,82,0.0,0.0
139,5.5,3,2.8,0.0,186,83,0.0,0.0
90,5.3,4,2.4,0.0,200,82,0.0,0.0
60,5.0,5,2.3,0.0,200,83,0.0,0.0
71,4.6,6,2.1,0.0,193,84,0.0,0.0
137,4.7,7,1.8,0.02,198,82,0.0,0.0
225,5.0,8,1.6,0.23,203,79,0.0,0.0
331,6.3,9,1.8,0.79,218,73,0.0,0.0
359,8.4,10,2.1,1.67,229,65,0.0,0.0
466,10.7,11,2.2,2.27,261,56,0.0,0.0
626,12.7,12,1.0,2.63,321,45,0.0,0.0
784,14.6,13,0.4,2.75,315,38,0.0,0.0
882,16.1,14,1.3,2.62,315,37,0.0,0.0
960,16.7,15,2.2,2.27,265,38,0.0,0.0
1031,16.5,16,2.4,1.91,366,39,0.0,0.0
911,15.8,17,2.2,1.28,481,40,0.0,0.0
768,14.4,18,2.2,0.6,596,44,0.0,0.0
571,12.6,19,4.7,0.08,384,59,0.0,0.0
502,10.7,20,5.4,0.0,236,70,0.0,0.0
456,9.8,21,5.3,0.0,219,74,0.0,0.0
424,8.8,22,5.3,0.0,203,79,0.0,0.0
336,8.0,23,5.1,0.0,196,82,0.0,0.0
244,7.1,0,4.5,0.0,185,84,0.0,0.0
185,6.3,1,4.2,0.0,153,87,0.0,0.0
93,5.4,2,4.6,0.0,89,95,0.0,0.0
62,5.5,3,4.9,0.0,72,96,0.0,0.0
65,5.5,4,4.9,0.0,53,96,0.0,0.0
98,5.4,5,4.9,0.0,38,97,0.0,0.0
227,5.7,6,5.2,0.0,80,97,0.0,0.0
581,6.0,7,5.4,0.0,94,96,0.0,0.0
983,6.4,8,4.8,0.13,117,90,0.0,0.0
540,7.6,9,4.7,0.55,147,82,0.0,0.0
415,10.0,10,4.7,1.57,187,70,0.0,0.0
422,12.6,11,5.0,2.23,281,60,0.0,0.0
492,14.6,12,5.1,2.65,348,53,0.0,0.0
504,16.0,13,4.6,2.8,459,47,0.0,0.0
575,17.4,14,3.2,2.7,520,39,0.0,0.0
604,17.6,15,1.1,2.44,985,33,0.0,0.0
819,17.7,16,1.2,1.96,897,33,0.0,0.0
925,17.1,17,-0.1,1.33,1075,31,0.0,0.0
1477,16.0,18,-0.2,0.6,1138,33,0.0,0.0
1031,14.3,19,-0.2,0.1,1247,37,0.0,0.0
835,12.9,20,0.2,0.0,1047,42,0.0,0.0
798,11.6,21,2.5,0.0,693,54,0.0,0.0
662,10.7,22,2.7,0.0,600,58,0.0,0.0
447,9.8,23,2.8,0.0,535,62,0.0,0.0
380,9.0,0,3.3,0.0,426,68,0.0,0.0
278,8.7,1,3.5,0.0,398,70,0.0,0.0
163,8.3,2,3.1,0.0,394,70,0.0,0.0
127,8.1,3,3.1,0.0,378,71,0.0,0.0
95,7.8,4,2.6,0.0,395,70,0.0,0.0
110,8.0,5,1.3,0.0,439,63,0.0,0.0
231,8.1,6,2.1,0.0,415,66,0.0,0.0
705,8.5,7,2.7,0.02,475,67,0.0,0.0
1201,9.3,8,2.3,0.25,519,62,0.0,0.0
699,11.6,9,1.7,0.84,498,51,0.0,0.0
462,13.9,10,0.5,1.6,586,40,0.0,0.0
560,15.8,11,2.2,1.95,647,40,0.0,0.0
586,16.7,12,5.3,1.76,620,47,0.0,0.0
563,18.6,13,6.7,2.54,642,46,0.0,0.0
618,19.4,14,7.1,2.05,624,45,0.0,0.0
636,19.9,15,7.6,1.79,676,45,0.0,0.0
774,19.5,16,8.7,1.6,613,50,0.0,0.0
960,18.4,17,8.9,1.05,605,54,0.0,0.0
1521,16.8,18,8.9,0.46,580,60,0.0,0.0
1020,15.0,19,8.9,0.07,452,67,0.0,0.0
864,13.9,20,8.9,0.0,385,72,0.0,0.0
866,13.4,21,8.6,0.0,325,73,0.0,0.0
764,12.9,22,8.5,0.0,326,75,0.0,0.0
527,12.4,23,7.8,0.0,356,74,0.0,0.0
400,12.0,0,7.8,0.0,346,76,0.0,0.0
337,11.6,1,7.1,0.0,374,74,0.0,0.0
225,11.5,2,7.2,0.0,399,75,0.0,0.0
150,10.9,3,7.3,0.0,383,79,0.0,0.0
104,10.6,4,6.7,0.0,422,77,0.0,0.0
107,10.2,5,6.8,0.0,366,80,0.0,0.0
258,9.6,6,7.0,0.0,301,84,0.0,0.0
741,9.6,7,6.6,0.04,284,82,0.0,0.0
1353,10.3,8,6.4,0.37,341,77,0.0,0.0
723,12.4,9,6.2,0.91,546,66,0.0,0.0
494,14.7,10,7.4,1.59,684,62,0.0,0.0
588,15.6,11,7.8,1.44,817,60,0.0,0.0
629,16.5,12,7.9,1.55,881,57,0.0,0.0
723,17.5,13,8.0,1.63,1065,54,0.0,0.0
698,18.6,14,6.7,2.14,1664,46,0.0,0.0
785,18.2,15,6.0,1.86,1908,45,0.0,0.0
943,18.3,16,5.4,1.3,1931,43,0.0,0.0
1221,17.6,17,5.5,0.7,1947,45,0.0,0.0
1839,17.0,18,7.3,0.35,1855,53,0.0,0.0
1288,16.0,19,8.2,0.06,1436,60,0.0,0.0
1133,15.2,20,8.6,0.0,988,65,0.0,0.0
1035,14.2,21,8.7,0.0,723,70,0.0,0.0
907,13.6,22,8.8,0.0,644,73,0.0,0.0
614,13.5,23,8.9,0.0,603,74,0.0,0.0
466,13.4,0,9.4,0.0,537,77,0.0,0.0
390,13.0,1,9.8,0.0,484,81,0.0,0.0
254,12.9,2,10.0,0.0,369,83,0.0,0.0
170,12.7,3,9.3,0.0,384,80,0.0,0.0
109,12.8,4,9.6,0.0,418,81,0.0,0.0
106,12.7,5,9.8,0.0,392,83,0.0,0.0
274,12.6,6,9.7,0.0,332,83,0.0,0.0
781,12.8,7,9.7,0.01,370,82,0.0,0.0
1281,13.3,8,9.9,0.14,369,80,0.0,0.0
757,13.5,9,9.9,0.2,382,79,0.0,0.0
482,15.0,10,9.3,1.02,552,69,0.0,0.0
583,16.1,11,9.0,1.08,555,63,0.0,0.0
714,18.2,12,9.0,2.24,594,55,0.0,0.0
716,19.5,13,8.1,2.32,596,48,0.0,0.0
711,20.2,14,8.5,2.3,541,47,0.0,0.0
781,20.8,15,7.4,2.1,576,42,0.0,0.0
957,20.7,16,5.8,1.63,741,38,0.0,0.0
1194,20.3,17,8.9,1.14,635,48,0.0,0.0
1776,19.1,18,7.5,0.57,942,47,0.0,0.0
1260,17.5,19,9.8,0.11,758,61,0.0,0.0
1079,15.6,20,8.8,0.0,686,64,0.0,0.0
1046,14.4,21,8.1,0.0,677,66,0.0,0.0
949,13.3,22,8.1,0.0,581,71,0.0,0.0
614,12.7,23,8.3,0.0,475,75,0.0,0.0
490,11.8,0,8.0,0.0,438,78,0.0,0.0
401,11.4,1,7.5,0.0,466,77,0.0,0.0
261,10.8,2,5.9,0.0,639,72,0.0,0.0
184,10.3,3,4.6,0.0,887,68,0.0,0.0
115,9.9,4,4.0,0.0,820,67,0.0,0.0
117,10.4,5,3.4,0.0,911,62,0.0,0.0
284,10.3,6,5.0,0.0,555,70,0.0,0.0
747,10.5,7,5.2,0.04,483,70,0.0,0.0
1406,11.5,8,3.9,0.42,550,60,0.0,0.0
772,13.7,9,2.2,1.08,972,46,0.0,0.0
583,16.0,10,-2.0,1.79,1708,29,0.0,0.0
739,17.8,11,-1.9,2.37,1822,26,0.0,0.0
939,19.1,12,-0.8,2.73,1704,26,0.0,0.0
860,20.3,13,0.6,2.87,1464,27,0.0,0.0
965,21.0,14,1.7,2.75,1191,28,0.0,0.0
1068,21.8,15,2.4,2.4,1162,28,0.0,0.0
1156,20.7,16,5.0,1.82,811,36,0.0,0.0
1460,19.4,17,7.1,1.13,778,45,0.0,0.0
1935,17.4,18,8.7,0.52,657,57,0.0,0.0
1268,15.2,19,7.4,0.09,1081,60,0.0,0.0
1045,14.3,20,7.3,0.0,936,63,0.0,0.0
948,13.7,21,8.9,0.0,658,73,0.0,0.0
880,12.7,22,8.5,0.0,521,76,0.0,0.0
678,12.1,23,8.1,0.0,540,77,0.0,0.0
537,11.7,0,7.7,0.0,588,77,0.0,0.0
502,11.5,1,7.6,0.0,593,77,0.0,0.0
397,11.0,2,6.3,0.0,816,73,0.0,0.0
264,10.7,3,6.2,0.0,712,74,0.0,0.0
163,10.4,4,5.7,0.0,801,73,0.0,0.0
108,9.8,5,5.1,0.0,1098,73,0.0,0.0
142,9.4,6,5.1,0.0,1117,75,0.0,0.0
264,9.5,7,4.6,0.04,1017,72,0.0,0.0
489,10.4,8,4.0,0.41,979,65,0.0,0.0
642,12.6,9,4.2,0.98,859,57,0.0,0.0
618,14.7,10,5.2,1.59,831,53,0.0,0.0
824,16.7,11,4.6,2.07,1054,45,0.0,0.0
1072,18.2,12,3.6,2.41,1189,38,0.0,0.0
1218,19.3,13,4.2,2.53,1257,37,0.0,0.0
1381,20.1,14,1.9,2.57,1554,30,0.0,0.0
1542,18.9,15,0.0,2.09,1769,28,0.0,0.0
1578,18.0,16,1.0,1.03,1836,32,0.0,0.0
1531,17.3,17,2.0,0.8,1722,36,0.0,0.0
1391,16.6,18,0.2,0.48,1867,33,0.0,0.0
1025,15.3,19,2.1,0.08,1751,41,0.0,0.0
972,14.0,20,2.2,0.0,1729,45,0.0,0.0
1010,13.3,21,2.5,0.0,1582,48,0.0,0.0
922,12.8,22,3.1,0.0,1616,52,0.0,0.0
655,12.4,23,5.5,0.0,1201,63,0.0,0.0
159,-6.3,0,-14.1,0.0,1990,54,0.0,0.0
150,-6.9,1,-14.2,0.0,1994,56,0.0,0.0
123,-7.3,2,-14.3,0.0,1978,57,0.0,0.0
57,-7.4,3,-15.1,0.0,1968,54,0.0,0.0
38,-7.5,4,-15.0,0.0,1984,55,0.0,0.0
66,-7.6,5,-16.4,0.0,2000,49,0.0,0.0
120,-7.6,6,-16.9,0.0,2000,47,0.0,0.0
302,-8.1,7,-16.4,0.0,1987,51,0.0,0.0
646,-8.6,8,-16.0,0.0,1984,55,0.0,0.0
340,-7.9,9,-17.0,0.14,1926,48,0.0,0.0
197,-6.4,10,-16.9,0.43,1872,43,0.0,0.0
264,-4.4,11,-16.0,0.69,1671,40,0.0,0.0
290,-2.9,12,-16.9,0.92,1813,33,0.0,0.0
284,-2.0,13,-16.5,0.91,1864,32,0.0,0.0
262,-0.8,14,-15.4,0.78,1846,32,0.0,0.0
281,-1.2,15,-16.2,0.47,1732,31,0.0,0.0
309,-1.4,16,-15.2,0.3,1719,34,0.0,0.0
397,-2.1,17,-14.8,0.09,1591,37,0.0,0.0
603,-2.6,18,-14.9,0.0,1604,38,0.0,0.0
417,-2.7,19,-14.7,0.0,1616,39,0.0,0.0
311,-2.8,20,-14.8,0.0,1702,39,0.0,0.0
310,-3.1,21,-14.5,0.0,1742,41,0.0,0.0
306,-3.6,22,-13.5,0.0,1689,46,0.0,0.0
221,-4.0,23,-13.4,0.0,1536,48,0.0,0.0
98,-10.4,0,-19.0,0.0,2000,49,0.0,0.0
90,-10.5,1,-19.4,0.0,2000,48,0.0,0.0
60,-10.5,2,-19.1,0.0,2000,49,0.0,0.0
54,-10.6,3,-19.7,0.0,2000,47,0.0,0.0
35,-11.2,4,-20.3,0.0,2000,47,0.0,0.0
21,-11.5,5,-19.6,0.0,1996,51,0.0,0.0
23,-11.8,6,-19.2,0.0,1917,54,0.0,0.0
34,-12.4,7,-19.8,0.0,1790,54,0.0,0.0
70,-12.8,8,-19.7,0.02,1507,56,0.0,0.0
97,-12.4,9,-20.4,0.38,1415,51,0.0,0.0
103,-11.2,10,-21.3,1.04,1359,43,0.0,0.0
115,-9.7,11,-21.6,1.57,1436,37,0.0,0.0
165,-8.3,12,-22.1,1.99,1295,32,0.0,0.0
152,-8.3,13,-21.4,2.22,1561,34,0.0,0.0
177,-7.4,14,-20.9,2.17,1713,33,0.0,0.0
190,-6.4,15,-21.1,1.89,1939,30,0.0,0.0
181,-5.4,16,-20.6,1.4,1979,29,0.0,0.0
184,-5.9,17,-21.9,0.81,1974,27,0.0,0.0
154,-7.0,18,-23.3,0.16,2000,26,0.0,0.0
124,-7.7,19,-21.9,0.0,2000,31,0.0,0.0
98,-8.2,20,-23.5,0.0,2000,28,0.0,0.0
107,-8.9,21,-21.6,0.0,2000,35,0.0,0.0
78,-9.7,22,-19.4,0.0,2000,45,0.0,0.0
77,-10.3,23,-19.2,0.0,2000,48,0.0,0.0
161,8.5,0,6.4,0.0,303,87,0.0,0.0
118,8.3,1,6.9,0.0,282,91,0.0,0.0
95,8.3,2,7.5,0.0,243,95,0.0,0.0
90,8.5,3,7.8,0.0,238,96,0.1,0.0
34,8.8,4,8.0,0.0,218,95,0.0,0.0
15,8.8,5,8.1,0.0,196,96,0.0,0.0
20,8.6,6,7.9,0.0,224,96,0.2,0.0
23,8.4,7,7.9,0.0,122,97,0.0,0.0
70,8.3,8,7.8,0.01,152,97,0.0,0.0
157,8.8,9,8.3,0.2,196,97,0.2,0.0
239,9.8,10,8.2,0.64,335,90,0.0,0.0
273,10.1,11,8.1,0.34,453,88,0.0,0.0
358,10.7,12,8.2,0.52,393,85,0.0,0.0
429,10.8,13,8.1,0.44,400,84,0.0,0.0
475,11.2,14,8.4,0.45,518,83,0.0,0.0
468,11.7,15,8.5,0.53,616,81,0.0,0.0
396,11.7,16,8.7,0.32,753,82,0.0,0.0
492,11.8,17,8.8,0.4,990,82,0.0,0.0
436,11.5,18,8.3,0.07,1475,81,0.0,0.0
289,11.2,19,8.0,0.0,1614,81,0.0,0.0
26,11.3,20,7.9,0.0,1978,80,0.0,0.0
7,10.6,21,8.8,0.0,606,89,2.0,0.0
8,9.6,22,8.3,0.0,721,92,0.0,0.0
9,8.7,23,7.3,0.0,957,91,0.0,0.0
355,15.0,0,14.3,0.0,141,96,0.1,0.0
113,14.8,1,14.1,0.0,209,96,0.0,0.0
15,14.5,2,14.0,0.0,179,97,3.5,0.0
22,14.3,3,13.8,0.0,228,97,7.0,0.0
14,14.1,4,13.6,0.0,306,97,3.0,0.0
19,11.9,5,11.4,0.0,305,97,3.0,0.0
172,11.7,6,10.9,0.0,2000,95,2.0,0.0
665,10.3,7,8.7,0.01,2000,90,0.0,0.0
1284,10.3,8,8.0,0.15,2000,86,0.0,0.0
378,10.4,9,7.2,0.36,2000,81,0.0,0.0
505,10.7,10,7.5,0.57,2000,81,0.0,0.0
744,12.8,11,6.3,1.76,2000,65,0.0,0.0
928,15.3,12,6.0,2.83,1989,54,0.0,0.0
951,16.7,13,5.3,3.24,2000,47,0.0,0.0
1096,17.9,14,4.7,3.04,1981,42,0.0,0.0
1209,17.9,15,5.4,2.79,2000,44,0.0,0.0
1413,17.9,16,4.7,2.25,2000,42,0.0,0.0
1745,17.2,17,5.4,1.6,2000,46,0.0,0.0
2402,16.0,18,4.6,0.79,2000,47,0.0,0.0
1626,14.3,19,4.8,0.17,2000,53,0.0,0.0
1374,12.8,20,4.2,0.0,2000,56,0.0,0.0
1256,11.8,21,3.5,0.0,2000,57,0.0,0.0
1041,10.9,22,2.9,0.0,2000,58,0.0,0.0
668,10.2,23,2.2,0.0,2000,58,0.0,0.0
624,10.0,0,3.2,0.0,1653,63,0.0,0.0
480,9.7,1,2.9,0.0,1610,63,0.0,0.0
352,9.6,2,3.3,0.0,1654,65,0.0,0.0
224,9.6,3,3.5,0.0,1685,66,0.0,0.0
138,9.5,4,3.4,0.0,1737,66,0.0,0.0
186,9.2,5,2.5,0.0,1896,63,0.0,0.0
521,9.0,6,0.9,0.0,1903,57,0.0,0.0
1260,9.5,7,0.8,0.32,1912,55,0.0,0.0
2041,11.3,8,0.0,1.04,1788,46,0.0,0.0
1155,14.1,9,1.3,1.78,1893,42,0.0,0.0
864,16.1,10,1.3,2.4,1629,37,0.0,0.0
1021,17.2,11,1.5,2.93,1731,35,0.0,0.0
1206,17.9,12,0.9,3.28,1874,32,0.0,0.0
1222,18.9,13,0.9,3.39,1854,30,0.0,0.0
1266,18.8,14,1.2,3.31,1940,31,0.0,0.0
1323,19.9,15,-0.1,3.0,1898,26,0.0,0.0
1501,18.6,16,0.6,2.49,1891,30,0.0,0.0
1857,18.1,17,0.2,1.86,1925,30,0.0,0.0
2661,17.1,18,1.4,1.11,1961,35,0.0,0.0
1890,15.5,19,3.9,0.34,1782,46,0.0,0.0
1389,14.1,20,2.6,0.01,1940,46,0.0,0.0
1298,13.3,21,2.2,0.0,1805,47,0.0,0.0
1256,12.7,22,3.8,0.0,1775,55,0.0,0.0
935,12.4,23,4.3,0.0,1843,58,0.0,0.0
938,21.4,0,8.9,0.0,1964,45,0.0,0.0
596,20.7,1,8.9,0.0,1987,47,0.0,0.0
351,20.1,2,9.0,0.0,1978,49,0.0,0.0
244,19.6,3,9.1,0.0,1923,51,0.0,0.0
172,19.4,4,10.3,0.0,1752,56,0.0,0.0
299,19.2,5,10.2,0.0,1772,56,0.0,0.0
742,18.9,6,9.1,0.04,1871,53,0.0,0.0
1505,19.5,7,9.3,0.46,1818,52,0.0,0.0
2287,22.1,8,9.2,1.16,1435,44,0.0,0.0
1243,23.3,9,7.7,1.28,1336,37,0.0,0.0
970,25.1,10,10.5,2.37,1076,40,0.0,0.0
